scenario,policy_type,model,indicator,quarter,impact
Contractionary Monetary Policy,monetary,svar,government_debt,5,0.0
Contractionary Monetary Policy,monetary,svar,government_debt,6,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,0,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,1,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,2,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,3,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,4,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,5,0.0
Contractionary Monetary Policy,monetary,svar,trade_balance,6,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,0,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,1,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,2,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,3,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,4,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,5,0.0
Contractionary Monetary Policy,monetary,svar,real_exchange_rate,6,0.0
Contractionary Monetary Policy,monetary,rbc,gdp_growth,0,0.0
Contractionary Monetary Policy,monetary,rbc,gdp_growth,1,0.02831270672164026
Contractionary Monetary Policy,monetary,rbc,gdp_growth,2,0.37211893483324243
Contractionary Monetary Policy,monetary,rbc,gdp_growth,3,0.6069182466717394
Contractionary Monetary Policy,monetary,rbc,gdp_growth,4,0.6568127018152574
Contractionary Monetary Policy,monetary,rbc,gdp_growth,5,0.5566532576407698
Contractionary Monetary Policy,monetary,rbc,gdp_growth,6,0.36665419345389666
Contractionary Monetary Policy,monetary,rbc,inflation,0,0.0
Contractionary Monetary Policy,monetary,rbc,inflation,1,0.12002017397856177
Contractionary Monetary Policy,monetary,rbc,inflation,2,0.5649917060822878
Contractionary Monetary Policy,monetary,rbc,inflation,3,0.7243199466689437
Contractionary Monetary Policy,monetary,rbc,inflation,4,0.8012345633125334
Contractionary Monetary Policy,monetary,rbc,inflation,5,0.724780255346253
Contractionary Monetary Policy,monetary,rbc,inflation,6,0.4712712053953272
Contractionary Monetary Policy,monetary,rbc,unemployment,0,0.0
Contractionary Monetary Policy,monetary,rbc,unemployment,1,0.009194566319509297
Contractionary Monetary Policy,monetary,rbc,unemployment,2,-0.3260379826303297
Contractionary Monetary Policy,monetary,rbc,unemployment,3,-0.44554687763549533
Contractionary Monetary Policy,monetary,rbc,unemployment,4,-0.40136692611115704
Contractionary Monetary Policy,monetary,rbc,unemployment,5,-0.4184875825727082
Contractionary Monetary Policy,monetary,rbc,unemployment,6,-0.24139193469471296
Contractionary Monetary Policy,monetary,rbc,current_account,0,0.0
Contractionary Monetary Policy,monetary,rbc,current_account,1,-0.017252457434903008
Contractionary Monetary Policy,monetary,rbc,current_account,2,0.09983289634129613
Contractionary Monetary Policy,monetary,rbc,current_account,3,0.21784732660950956
Contractionary Monetary Policy,monetary,rbc,current_account,4,0.18571025029075586
Contractionary Monetary Policy,monetary,rbc,current_account,5,0.19128303588907059
Contractionary Monetary Policy,monetary,rbc,current_account,6,0.099596451128611
Contractionary Monetary Policy,monetary,rbc,government_debt,0,0.0
Contractionary Monetary Policy,monetary,rbc,government_debt,1,0.0
Contractionary Monetary Policy,monetary,rbc,government_debt,2,0.0
Contractionary Monetary Policy,monetary,rbc,government_debt,3,0.0
Contractionary Monetary Policy,monetary,rbc,government_debt,4,0.0
Contractionary Monetary Policy,monetary,rbc,government_debt,5,0.0
Contractionary Monetary Policy,monetary,rbc,government_debt,6,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,0,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,1,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,2,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,3,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,4,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,5,0.0
Contractionary Monetary Policy,monetary,rbc,trade_balance,6,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,0,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,1,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,2,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,3,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,4,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,5,0.0
Contractionary Monetary Policy,monetary,rbc,real_exchange_rate,6,0.0
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,0,0.0
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,1,0.051906628989673825
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,2,0.6822180471942779
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,3,1.1126834522315225
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,4,1.2041566199946387
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,5,1.0205309723414115
Contractionary Monetary Policy,monetary,behavioral,gdp_growth,6,0.6721993546654774
Contractionary Monetary Policy,monetary,behavioral,inflation,0,0.0
Contractionary Monetary Policy,monetary,behavioral,inflation,1,0.19503278271516286
Contractionary Monetary Policy,monetary,behavioral,inflation,2,0.9181115223837176
Contractionary Monetary Policy,monetary,behavioral,inflation,3,1.1770199133370336
Contractionary Monetary Policy,monetary,behavioral,inflation,4,1.3020061653828667
Contractionary Monetary Policy,monetary,behavioral,inflation,5,1.177767914937661
Contractionary Monetary Policy,monetary,behavioral,inflation,6,0.7658157087674067
Contractionary Monetary Policy,monetary,behavioral,unemployment,0,0.0
Contractionary Monetary Policy,monetary,behavioral,unemployment,1,0.018389132639018594
Contractionary Monetary Policy,monetary,behavioral,unemployment,2,-0.6520759652606594
Contractionary Monetary Policy,monetary,behavioral,unemployment,3,-0.8910937552709907
Contractionary Monetary Policy,monetary,behavioral,unemployment,4,-0.8027338522223141
Contractionary Monetary Policy,monetary,behavioral,unemployment,5,-0.8369751651454164
Contractionary Monetary Policy,monetary,behavioral,unemployment,6,-0.4827838693894259
Contractionary Monetary Policy,monetary,behavioral,current_account,0,0.0
Contractionary Monetary Policy,monetary,behavioral,current_account,1,-0.043131143587257524
Contractionary Monetary Policy,monetary,behavioral,current_account,2,0.2495822408532403
Contractionary Monetary Policy,monetary,behavioral,current_account,3,0.5446183165237739
Contractionary Monetary Policy,monetary,behavioral,current_account,4,0.4642756257268896
Contractionary Monetary Policy,monetary,behavioral,current_account,5,0.4782075897226764
Contractionary Monetary Policy,monetary,behavioral,current_account,6,0.24899112782152744
Contractionary Monetary Policy,monetary,behavioral,government_debt,0,0.0
Contractionary Monetary Policy,monetary,behavioral,government_debt,1,0.0
Contractionary Monetary Policy,monetary,behavioral,government_debt,2,0.0
Contractionary Monetary Policy,monetary,behavioral,government_debt,3,0.0
Contractionary Monetary Policy,monetary,behavioral,government_debt,4,0.0
Contractionary Monetary Policy,monetary,behavioral,government_debt,5,0.0
Contractionary Monetary Policy,monetary,behavioral,government_debt,6,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,0,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,1,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,2,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,3,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,4,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,5,0.0
Contractionary Monetary Policy,monetary,behavioral,trade_balance,6,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,0,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,1,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,2,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,3,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,4,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,5,0.0
Contractionary Monetary Policy,monetary,behavioral,real_exchange_rate,6,0.0
Contractionary Monetary Policy,monetary,financial,gdp_growth,0,0.0
Contractionary Monetary Policy,monetary,financial,gdp_growth,1,0.033031491175246966
Contractionary Monetary Policy,monetary,financial,gdp_growth,2,0.4341387573054495
Contractionary Monetary Policy,monetary,financial,gdp_growth,3,0.708071287783696
Contractionary Monetary Policy,monetary,financial,gdp_growth,4,0.7662814854511336
Contractionary Monetary Policy,monetary,financial,gdp_growth,5,0.6494288005808981
Contractionary Monetary Policy,monetary,financial,gdp_growth,6,0.4277632256962127
Contractionary Monetary Policy,monetary,financial,inflation,0,0.0
Contractionary Monetary Policy,monetary,financial,inflation,1,0.135022695725882
Contractionary Monetary Policy,monetary,financial,inflation,2,0.6356156693425737
Contractionary Monetary Policy,monetary,financial,inflation,3,0.8148599400025617
Contractionary Monetary Policy,monetary,financial,inflation,4,0.9013888837266001
Contractionary Monetary Policy,monetary,financial,inflation,5,0.8153777872645346
Contractionary Monetary Policy,monetary,financial,inflation,6,0.5301801060697431
Contractionary Monetary Policy,monetary,financial,unemployment,0,0.0
Contractionary Monetary Policy,monetary,financial,unemployment,1,0.011493207899386623
Contractionary Monetary Policy,monetary,financial,unemployment,2,-0.40754747828791205
Contractionary Monetary Policy,monetary,financial,unemployment,3,-0.5569335970443691
Contractionary Monetary Policy,monetary,financial,unemployment,4,-0.5017086576389462
Contractionary Monetary Policy,monetary,financial,unemployment,5,-0.5231094782158852
Contractionary Monetary Policy,monetary,financial,unemployment,6,-0.30173991836839115
Contractionary Monetary Policy,monetary,financial,current_account,0,0.0
Contractionary Monetary Policy,monetary,financial,current_account,1,-0.05175737230470902
Contractionary Monetary Policy,monetary,financial,current_account,2,0.2994986890238883
Contractionary Monetary Policy,monetary,financial,current_account,3,0.6535419798285285
Contractionary Monetary Policy,monetary,financial,current_account,4,0.5571307508722674
Contractionary Monetary Policy,monetary,financial,current_account,5,0.5738491076672116
Contractionary Monetary Policy,monetary,financial,current_account,6,0.2987893533858329
Contractionary Monetary Policy,monetary,financial,government_debt,0,0.0
Contractionary Monetary Policy,monetary,financial,government_debt,1,0.0
Contractionary Monetary Policy,monetary,financial,government_debt,2,0.0
Contractionary Monetary Policy,monetary,financial,government_debt,3,0.0
Contractionary Monetary Policy,monetary,financial,government_debt,4,0.0
Contractionary Monetary Policy,monetary,financial,government_debt,5,0.0
Contractionary Monetary Policy,monetary,financial,government_debt,6,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,0,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,1,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,2,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,3,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,4,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,5,0.0
Contractionary Monetary Policy,monetary,financial,trade_balance,6,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,0,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,1,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,2,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,3,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,4,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,5,0.0
Contractionary Monetary Policy,monetary,financial,real_exchange_rate,6,0.0
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,0,0.0
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,1,0.020265937442858293
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,2,0.13035881651221565
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,3,0.2984256923545082
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,4,0.4701396181414474
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,5,0.39844654231128784
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,6,0.3984472121564734
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,7,0.47243188287270155
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,8,0.43931133694943864
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,9,0.38884544505385393
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,10,0.43013644977830734
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,11,0.2530925581332515
Infrastructure Investment Boost,fiscal,dsge,gdp_growth,12,0.11699822605433349
Infrastructure Investment Boost,fiscal,dsge,inflation,0,0.0
Infrastructure Investment Boost,fiscal,dsge,inflation,1,0.00658137378659613
Infrastructure Investment Boost,fiscal,dsge,inflation,2,0.03862544401197457
Infrastructure Investment Boost,fiscal,dsge,inflation,3,0.13441556828897888
Infrastructure Investment Boost,fiscal,dsge,inflation,4,0.2567057792046456
Infrastructure Investment Boost,fiscal,dsge,inflation,5,0.24445099352690375
Infrastructure Investment Boost,fiscal,dsge,inflation,6,0.2805475274465915
Infrastructure Investment Boost,fiscal,dsge,inflation,7,0.24730174514582312
Infrastructure Investment Boost,fiscal,dsge,inflation,8,0.23358533932368014
Infrastructure Investment Boost,fiscal,dsge,inflation,9,0.31186564651466636
Infrastructure Investment Boost,fiscal,dsge,inflation,10,0.2658588846267663
Infrastructure Investment Boost,fiscal,dsge,inflation,11,0.1831701005008449
Infrastructure Investment Boost,fiscal,dsge,inflation,12,0.05191351600166065
Infrastructure Investment Boost,fiscal,dsge,unemployment,0,0.0
Infrastructure Investment Boost,fiscal,dsge,unemployment,1,-0.01665811137047059
Infrastructure Investment Boost,fiscal,dsge,unemployment,2,-0.0986057687548781
Infrastructure Investment Boost,fiscal,dsge,unemployment,3,-0.2392204034691225
Infrastructure Investment Boost,fiscal,dsge,unemployment,4,-0.2945036406386225
Infrastructure Investment Boost,fiscal,dsge,unemployment,5,-0.32437954391151547
Infrastructure Investment Boost,fiscal,dsge,unemployment,6,-0.3149258287436743
Infrastructure Investment Boost,fiscal,dsge,unemployment,7,-0.3244122223342196
Infrastructure Investment Boost,fiscal,dsge,unemployment,8,-0.24932028755402655
Infrastructure Investment Boost,fiscal,dsge,unemployment,9,-0.3064130150769808
Infrastructure Investment Boost,fiscal,dsge,unemployment,10,-0.3383659544260506
Infrastructure Investment Boost,fiscal,dsge,unemployment,11,-0.17883012568964243
Infrastructure Investment Boost,fiscal,dsge,unemployment,12,-0.1393578156891133
Infrastructure Investment Boost,fiscal,dsge,current_account,0,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,1,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,2,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,3,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,4,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,5,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,6,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,7,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,8,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,9,0.0
Infrastructure Investment Boost,fiscal,dsge,current_account,10,0.0
